Total:,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,GEO_ID
396,12,0,0,0,0,0,0,0,0,0,0,0,58,16,8,64,23,23,57,19,64,52,0,0,1500000US261635313001
513,0,0,0,0,0,0,0,0,10,0,0,0,47,70,14,200,26,8,99,7,9,23,0,0,1500000US261635313002
223,0,0,0,0,0,0,0,0,0,0,4,0,7,27,0,96,0,26,50,6,5,2,0,0,1500000US261635314001
596,1,0,0,0,0,0,0,13,0,0,4,0,65,40,4,307,26,19,76,19,14,8,0,0,1500000US261635314002
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,33,44,22,21,0,0,0,1500000US261635315001
642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,104,105,85,101,97,65,36,0,0,1500000US261635315002
651,19,0,0,0,0,0,0,0,0,5,25,16,20,57,0,186,119,100,94,10,0,0,0,0,1500000US261635315003
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,42,30,0,26,0,0,0,1500000US261635315004
558,5,0,0,0,0,0,0,0,3,0,23,0,10,7,0,188,58,72,90,62,22,18,0,0,1500000US261635316001
812,40,0,0,0,0,0,0,0,0,0,9,28,0,0,6,164,102,25,193,121,62,40,22,0,1500000US261635316002
405,0,0,0,0,0,4,0,0,0,0,0,0,0,11,10,85,83,21,110,15,0,66,0,0,1500000US261635317001
626,0,0,0,0,0,0,0,0,0,0,12,9,31,57,24,43,134,10,216,47,43,0,0,0,1500000US261635317002
208,8,0,0,0,0,0,0,0,0,0,0,19,8,15,0,75,14,30,32,0,0,7,0,0,1500000US261635318001
421,4,0,0,0,0,0,13,0,0,0,3,8,47,57,0,108,21,22,89,31,13,5,0,0,1500000US261635318002
253,0,0,0,0,0,0,0,0,0,0,29,0,0,0,26,82,35,5,49,7,0,12,8,0,1500000US261635318003
124,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,47,0,0,18,6,45,0,0,0,1500000US261635319001
319,4,0,0,0,0,0,0,0,0,0,0,11,9,0,14,77,44,34,64,24,18,20,0,0,1500000US261635319002
237,0,0,0,0,0,0,0,0,0,0,0,0,22,8,0,57,9,33,51,41,12,4,0,0,1500000US261635322001
626,14,0,0,0,0,0,0,0,0,0,9,4,19,12,8,200,40,28,102,50,108,24,8,0,1500000US261635322002
643,0,0,0,0,0,0,0,0,0,0,11,0,16,18,0,98,17,13,67,29,182,125,13,54,1500000US261635323001
220,0,0,0,0,0,10,0,0,0,0,0,0,17,0,10,46,18,22,80,10,0,7,0,0,1500000US261635324001
448,6,0,0,0,0,0,0,0,0,0,0,0,17,28,0,128,59,20,72,71,14,33,0,0,1500000US261635324002
282,0,0,0,0,0,0,0,0,0,5,0,0,19,5,11,68,0,23,90,0,32,26,3,0,1500000US261635324003
523,5,0,0,0,0,0,0,0,0,0,2,0,0,49,10,129,51,0,144,80,21,10,0,22,1500000US261635326001
659,0,0,0,0,0,0,0,0,0,0,15,53,24,70,29,137,44,38,113,31,36,34,35,0,1500000US261635326002
219,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,69,0,0,16,0,19,6,68,30,1500000US261635326003
295,5,0,0,0,0,0,0,0,0,0,0,17,17,5,6,136,22,15,22,16,22,12,0,0,1500000US261635327001
125,0,0,0,0,0,0,0,0,0,0,0,11,11,7,0,36,17,0,5,6,27,5,0,0,1500000US261635327002
459,15,0,0,0,0,0,0,0,0,0,19,8,6,38,2,109,38,21,98,0,52,30,17,6,1500000US261635330001
630,28,0,0,0,10,0,0,0,0,0,0,16,25,7,37,236,11,36,74,42,62,37,0,9,1500000US261635330002
388,13,0,0,0,0,0,0,0,0,0,16,0,14,36,7,89,20,21,145,6,8,13,0,0,1500000US261635331001
374,7,0,0,0,0,0,0,0,0,0,5,0,12,27,22,124,16,12,66,58,23,2,0,0,1500000US261635331002
185,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,35,57,0,48,0,0,0,0,0,1500000US261635331003
160,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,102,0,5,13,5,9,0,7,0,1500000US261635332001
223,7,0,0,0,0,0,0,0,0,0,0,0,0,7,11,66,28,11,25,6,47,15,0,0,1500000US261635332002
246,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,68,37,5,0,15,27,0,0,1500000US261635332003
83,0,0,0,0,0,0,0,0,0,0,0,9,0,8,8,0,25,0,25,8,0,0,0,0,1500000US261635333001
610,5,0,0,0,0,0,0,0,0,0,14,29,0,46,7,186,37,25,155,14,47,45,0,0,1500000US261635333002
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,173,0,9,0,0,0,40,0,0,1500000US261635334001
364,0,0,0,0,0,0,0,0,0,0,0,10,13,12,0,183,72,46,0,18,0,10,0,0,1500000US261635334002
162,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,37,0,27,11,13,0,0,0,1500000US261635334003
328,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,147,9,46,31,25,13,34,0,0,1500000US261635334004
186,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,23,7,0,44,36,47,22,0,0,1500000US261635334005
365,0,0,0,0,0,0,0,0,0,0,12,0,29,6,14,117,10,46,79,27,10,5,0,10,1500000US261635335001
412,10,0,0,0,0,0,0,0,11,0,0,0,0,57,19,155,46,36,48,7,13,6,4,0,1500000US261635335002
278,0,0,0,0,0,0,0,0,0,22,0,0,0,0,11,55,55,0,55,34,21,25,0,0,1500000US261635336001
341,2,0,0,0,0,0,8,0,0,0,11,0,11,26,2,122,12,29,27,29,39,23,0,0,1500000US261635336002
489,0,0,0,0,0,0,0,0,0,6,0,0,9,84,30,213,21,15,47,12,41,11,0,0,1500000US261635336003
588,0,0,0,0,0,0,0,0,34,0,0,0,21,45,47,175,33,61,135,15,16,6,0,0,1500000US261635337001
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,23,16,42,20,22,0,0,0,1500000US261635337002
764,13,0,0,0,0,0,0,0,11,0,0,0,0,0,11,178,22,52,143,64,116,82,59,13,1500000US261635339001
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,11,31,87,14,55,25,0,0,1500000US261635339002
1069,0,0,0,0,0,0,0,0,0,0,0,0,27,11,55,87,95,30,274,51,210,167,33,29,1500000US261635339003
305,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,69,16,36,86,51,18,18,0,0,1500000US261635341001
422,20,0,0,0,0,0,0,0,0,0,7,19,15,0,60,135,0,26,53,43,15,29,0,0,1500000US261635341002
444,6,0,0,0,0,0,0,0,0,0,0,0,14,62,0,88,20,19,161,18,45,10,1,0,1500000US261635341003
562,0,0,0,0,0,0,19,0,0,0,0,0,48,11,15,203,62,55,37,44,35,33,0,0,1500000US261635342001
208,0,0,0,0,0,0,0,0,0,0,0,0,26,28,8,46,0,40,13,26,21,0,0,0,1500000US261635342002
421,0,0,0,0,0,0,0,0,0,0,9,0,24,3,0,103,38,28,209,7,0,0,0,0,1500000US261635342003
98,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,53,0,0,30,0,0,0,0,0,1500000US261635342004
730,0,0,0,0,0,0,0,0,0,0,0,8,33,66,18,262,67,0,132,64,27,42,11,0,1500000US261635342005
255,5,0,0,0,0,0,0,0,0,0,0,0,0,0,27,86,0,5,65,62,5,0,0,0,1500000US261635343001
573,12,0,0,0,0,0,0,0,0,0,0,9,35,31,28,205,58,38,138,13,0,6,0,0,1500000US261635343002
556,10,0,0,0,0,0,0,0,1,4,3,0,57,18,52,187,33,11,128,33,15,4,0,0,1500000US261635344001
519,21,0,0,0,0,0,0,0,0,0,0,0,75,43,22,173,60,14,88,6,17,0,0,0,1500000US261635344002
226,0,0,0,0,0,0,0,0,0,0,0,0,6,23,18,98,12,18,30,15,0,6,0,0,1500000US261635345001
195,0,0,0,0,0,0,0,0,0,0,6,6,0,0,21,38,27,0,55,17,19,6,0,0,1500000US261635345002
339,0,0,0,0,0,0,0,0,0,0,0,0,42,17,0,87,31,25,59,37,41,0,0,0,1500000US261635346001
259,0,0,0,0,0,0,0,0,0,0,24,0,0,20,0,116,8,17,31,26,17,0,0,0,1500000US261635346002
442,0,0,0,0,0,0,0,0,0,0,38,18,0,20,35,101,52,5,85,47,17,24,0,0,1500000US261635346003
418,0,0,0,0,0,0,0,0,0,0,8,0,59,18,29,106,48,30,66,10,33,11,0,0,1500000US261635347001
882,58,0,0,0,0,0,0,0,63,0,28,0,98,19,19,371,17,41,68,37,13,50,0,0,1500000US261635347002
328,21,0,0,0,0,0,0,0,0,0,12,0,0,13,0,171,0,8,77,26,0,0,0,0,1500000US261635347003
717,13,0,0,0,0,0,0,0,0,0,0,9,9,15,24,219,60,51,178,34,94,11,0,0,1500000US261635347004
430,0,0,0,0,0,0,0,0,0,0,11,0,27,28,0,150,51,19,101,12,0,11,0,20,1500000US261635350001
539,27,0,0,0,0,0,0,0,0,0,0,24,16,25,16,92,71,86,79,16,60,16,0,11,1500000US261635350002
850,34,0,0,0,0,0,0,0,0,0,11,9,0,54,12,263,78,60,139,143,47,0,0,0,1500000US261635350003
320,12,0,0,0,0,0,0,0,0,0,23,9,16,17,44,63,16,35,31,48,6,0,0,0,1500000US261635351001
735,0,0,0,0,0,0,0,14,0,0,0,16,7,147,18,119,63,52,204,49,9,31,6,0,1500000US261635351002
508,0,0,0,0,0,0,0,0,0,0,0,17,25,40,18,185,13,0,136,8,31,35,0,0,1500000US261635352001
143,0,0,0,0,0,0,0,0,0,0,13,0,0,26,0,33,21,0,35,0,15,0,0,0,1500000US261635352002
356,0,0,0,0,0,0,0,0,0,0,0,0,9,85,29,26,26,48,87,46,0,0,0,0,1500000US261635352003
386,0,0,0,0,0,0,0,0,27,0,20,52,28,18,0,84,29,18,76,25,9,0,0,0,1500000US261635352004
519,0,0,0,0,0,0,0,0,0,0,0,0,39,41,0,211,17,11,155,35,10,0,0,0,1500000US261635353001
374,0,0,0,0,0,0,0,0,0,0,23,0,9,10,37,62,31,28,139,0,25,10,0,0,1500000US261635353002
288,4,0,0,0,0,0,0,0,0,0,0,0,0,67,11,59,18,41,55,0,33,0,0,0,1500000US261635353003
702,0,0,0,0,0,0,0,0,0,0,39,0,0,17,0,223,140,7,125,48,86,17,0,0,1500000US261635353004
806,0,0,0,0,0,0,0,0,0,0,0,0,46,39,47,205,70,74,98,159,42,26,0,0,1500000US261635353005
537,6,0,0,0,0,0,0,0,0,0,19,0,26,60,43,124,41,45,135,27,6,5,0,0,1500000US261635354001
441,0,0,0,0,0,0,0,0,27,0,0,0,0,18,6,139,54,16,107,54,13,7,0,0,1500000US261635354002
842,19,0,0,0,0,0,0,0,0,0,0,0,71,10,55,246,63,42,222,65,10,39,0,0,1500000US261635355001
572,0,0,0,0,0,0,0,0,0,0,0,0,41,64,9,190,10,29,78,81,39,31,0,0,1500000US261635355002
715,0,0,0,0,0,0,0,0,0,0,0,0,81,11,0,371,49,17,134,21,31,0,0,0,1500000US261635355003
1100,15,0,0,0,0,0,0,0,0,27,0,14,31,17,133,264,173,10,327,41,39,9,0,0,1500000US261635356001
625,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,154,21,47,160,74,106,20,0,22,1500000US261635356002
384,0,0,0,0,0,0,0,0,11,0,0,0,41,45,35,61,26,45,57,18,0,45,0,0,1500000US261635356003
675,0,0,0,0,0,0,0,14,0,12,0,0,22,38,0,161,55,0,169,25,85,82,0,12,1500000US261635356004
342,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,83,17,11,185,0,13,9,0,0,1500000US261635357001
395,0,0,0,0,0,0,0,11,0,0,0,50,0,18,4,165,0,7,114,10,16,0,0,0,1500000US261635357002
641,0,33,0,0,0,0,0,0,0,0,0,29,0,53,41,190,77,0,142,22,25,29,0,0,1500000US261635361001
459,9,0,0,0,0,0,0,0,0,0,0,0,36,6,13,148,53,60,57,13,26,24,14,0,1500000US261635361002
815,10,0,0,0,0,0,0,0,6,6,0,20,28,40,0,270,18,108,192,52,55,10,0,0,1500000US261635361003
322,0,0,0,0,0,0,0,0,0,0,0,0,19,35,0,116,48,0,52,40,0,12,0,0,1500000US261635361004
503,0,6,0,0,0,0,0,0,0,0,0,70,0,6,17,165,38,19,70,70,30,12,0,0,1500000US261635362001
906,0,0,0,0,0,0,0,0,0,7,8,9,0,25,43,244,39,103,222,63,117,20,6,0,1500000US261635362002
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,50,62,23,68,0,0,0,0,1500000US261635363001
161,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,78,10,26,0,0,12,0,0,12,1500000US261635363002
395,34,0,0,0,0,0,0,0,0,0,0,0,26,0,0,54,17,38,74,40,99,0,13,0,1500000US261635363003
305,14,0,0,0,0,0,0,0,19,0,0,0,67,0,0,70,25,8,93,9,0,0,0,0,1500000US261635363004
162,20,0,0,0,0,0,0,0,12,0,0,0,10,50,0,28,0,0,42,0,0,0,0,0,1500000US261635363005
389,0,0,0,0,0,0,0,0,7,0,0,0,18,40,38,69,8,0,103,85,8,13,0,0,1500000US261635363006
89,0,0,0,0,0,0,0,0,0,0,5,19,5,7,7,41,0,0,0,0,0,5,0,0,1500000US261635364001
381,2,0,0,0,0,0,0,0,0,0,13,0,10,27,14,173,3,8,99,27,5,0,0,0,1500000US261635364002
458,0,0,0,0,0,0,0,0,0,0,24,0,17,9,0,74,12,18,218,32,24,30,0,0,1500000US261635364003
569,26,0,0,0,0,0,0,0,0,0,0,0,0,10,0,273,56,0,52,61,91,0,0,0,1500000US261635364004
329,0,0,0,0,0,0,0,0,0,0,0,0,21,0,83,104,34,0,33,0,54,0,0,0,1500000US261635365001
338,0,0,0,0,0,0,0,0,0,16,0,0,31,33,0,111,26,21,92,0,8,0,0,0,1500000US261635365002
466,0,0,0,0,0,0,0,0,0,0,23,0,11,89,8,101,31,28,117,46,0,12,0,0,1500000US261635365003
525,24,0,0,0,0,0,0,0,0,0,0,0,63,55,0,161,8,56,51,86,9,0,12,0,1500000US261635365004
256,0,0,0,0,0,0,0,0,0,0,0,0,26,78,10,39,10,20,24,0,18,13,18,0,1500000US261635366001
409,0,0,0,0,0,0,0,0,0,0,0,0,62,23,22,119,65,5,71,20,8,0,14,0,1500000US261635366002
292,0,0,0,0,0,0,0,0,12,0,0,0,74,0,9,87,21,9,55,9,0,16,0,0,1500000US261635366003
375,0,0,0,0,0,0,0,0,0,0,29,0,0,9,35,130,45,27,63,0,16,21,0,0,1500000US261635366004
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,24,25,69,15,43,0,0,0,1500000US261635366005
348,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,103,56,30,119,15,0,17,0,0,1500000US261635367001
385,20,0,0,0,0,0,0,23,0,11,0,4,17,0,0,135,41,18,28,25,63,0,0,0,1500000US261635367002
563,12,0,0,0,0,0,0,0,0,0,4,0,0,36,32,201,52,27,126,26,42,0,5,0,1500000US261635368001
548,0,0,0,0,0,0,0,0,0,0,0,3,25,41,25,129,47,63,134,24,53,0,4,0,1500000US261635368002
274,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,53,10,34,87,22,26,15,0,0,1500000US261635369001
495,0,0,0,0,0,0,0,0,0,0,7,22,35,8,7,250,26,20,75,30,15,0,0,0,1500000US261635369002
1067,9,0,0,0,0,0,0,38,0,0,9,0,34,36,12,258,84,34,254,137,162,0,0,0,1500000US261635369003
202,0,0,0,0,0,0,0,0,0,9,6,5,5,0,3,64,9,22,50,29,0,0,0,0,1500000US261635369004
836,0,0,0,0,0,0,0,16,0,0,0,21,11,77,43,303,49,33,93,97,35,58,0,0,1500000US261635370001
505,0,0,0,0,0,0,0,0,0,0,6,0,70,56,5,217,17,7,114,0,7,6,0,0,1500000US261635370002
859,21,0,0,0,0,0,0,0,0,0,0,9,21,0,18,309,60,46,229,77,29,40,0,0,1500000US261635370003
203,0,0,0,0,0,0,0,0,0,0,0,19,0,43,0,69,23,7,7,20,6,9,0,0,1500000US261635371001
348,0,0,0,0,0,0,0,0,0,0,0,5,48,20,7,72,39,19,65,31,36,0,6,0,1500000US261635371002
711,0,0,0,0,0,0,0,0,0,5,0,20,16,72,19,206,74,68,121,35,37,38,0,0,1500000US261635371003
190,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,87,9,4,47,10,0,17,0,0,1500000US261635372001
225,3,0,0,0,0,0,0,0,0,0,0,11,3,9,5,39,31,37,43,14,8,22,0,0,1500000US261635372002
434,25,0,0,0,0,0,0,0,0,0,0,0,32,30,20,160,26,0,108,7,26,0,0,0,1500000US261635373001
210,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,66,32,12,60,10,14,0,0,0,1500000US261635373002
378,14,0,0,0,0,0,0,1,0,0,47,0,44,0,0,147,18,11,69,27,0,0,0,0,1500000US261635373003
199,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,91,0,35,46,14,0,0,0,0,1500000US261635373004
210,0,0,0,0,0,0,0,0,0,0,18,0,0,21,0,97,0,25,35,0,0,14,0,0,1500000US261635375001
375,11,0,0,0,0,0,0,0,0,0,0,0,0,43,0,76,15,38,145,35,12,0,0,0,1500000US261635375002
366,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,88,29,21,87,49,27,60,0,0,1500000US261635375003
604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,153,35,86,158,90,60,10,0,0,1500000US261635375004
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,41,34,37,51,26,34,0,0,0,1500000US261635375005
540,19,0,0,0,0,0,0,16,5,0,0,4,15,14,46,230,23,0,109,5,33,21,0,0,1500000US261635376001
334,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,110,16,31,57,23,50,24,0,0,1500000US261635376002
1564,0,0,0,0,0,0,0,0,0,0,71,0,56,20,35,626,0,48,259,173,208,68,0,0,1500000US261635376003
512,0,0,0,0,0,0,0,0,0,0,0,8,6,57,0,190,53,69,10,76,17,24,2,0,1500000US261635377001
422,23,0,0,0,0,0,0,0,0,0,0,0,0,35,9,120,31,0,89,75,18,22,0,0,1500000US261635377002
829,0,0,0,0,0,0,0,0,0,17,33,42,47,47,23,329,22,44,111,64,10,40,0,0,1500000US261635377003
259,0,0,0,0,0,0,0,0,0,12,0,13,13,57,18,39,17,6,47,15,22,0,0,0,1500000US261635378001
512,0,0,0,0,0,0,0,0,12,0,8,0,0,38,6,144,67,45,70,99,15,8,0,0,1500000US261635378002
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,106,25,0,0,0,0,0,0,0,1500000US261635378003
873,0,0,0,0,0,0,0,0,0,9,0,7,0,16,60,143,0,75,183,75,103,116,60,26,1500000US261635381001
951,10,0,0,0,0,0,0,0,0,0,0,0,0,38,8,115,0,87,53,35,347,208,36,14,1500000US261635381002
848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,52,54,75,272,215,96,38,1500000US261635382001
790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,48,27,35,85,38,130,222,128,69,1500000US261635382002
720,0,0,0,0,0,0,0,0,0,0,0,0,1,15,12,177,47,77,87,11,257,0,0,36,1500000US261635383001
607,29,0,0,0,0,0,0,0,0,0,0,26,0,26,14,115,0,17,160,0,193,2,11,14,1500000US261635383002
683,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,136,0,19,104,18,152,183,24,20,1500000US261635384001
689,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,41,0,23,129,110,100,200,77,0,1500000US261635384002
776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,35,35,142,159,160,130,16,48,1500000US261635384003
981,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,105,102,23,229,84,279,114,0,30,1500000US261635384004
264,0,0,0,0,0,0,0,0,0,0,0,0,15,12,26,73,29,33,40,0,33,0,0,3,1500000US261635385001
311,0,0,0,0,0,0,0,0,0,1,0,0,18,12,22,120,67,11,34,0,0,13,0,13,1500000US261635385002
531,13,0,0,0,0,0,0,0,0,0,0,0,0,9,0,129,71,23,106,69,59,38,0,14,1500000US261635385003
172,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,38,29,0,23,0,23,42,0,0,1500000US261635385004
364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,61,33,29,110,33,61,22,0,0,1500000US261635385005
516,0,0,0,0,0,0,0,0,0,0,0,0,40,22,0,49,15,22,173,42,69,84,0,0,1500000US261635385006
1269,0,0,0,0,0,0,0,0,0,0,0,135,26,0,51,101,21,133,480,47,246,29,0,0,1500000US261635385007
572,36,0,0,0,0,0,0,0,0,0,0,0,0,0,32,128,9,16,271,28,14,38,0,0,1500000US261635386001
476,0,0,0,0,0,0,0,0,0,0,0,0,35,0,9,68,50,27,140,43,85,19,0,0,1500000US261635386002
567,0,0,0,0,0,0,0,0,0,0,0,0,54,22,43,133,50,24,70,47,61,63,0,0,1500000US261635386003
601,0,0,0,0,0,0,0,0,0,0,0,22,0,10,0,25,51,92,263,60,51,27,0,0,1500000US261635386004
664,14,0,0,0,0,0,0,0,12,0,0,0,15,0,0,82,58,65,228,28,154,8,0,0,1500000US261635386005
844,0,0,0,0,0,0,0,0,0,0,0,9,0,0,23,111,10,27,171,61,246,186,0,0,1500000US261635386006
703,0,0,0,0,0,0,0,0,0,0,0,10,12,26,35,232,28,41,170,74,24,38,13,0,1500000US261635387001
913,0,0,0,0,0,0,0,0,0,0,0,0,33,8,46,359,23,80,141,70,106,47,0,0,1500000US261635387002
1173,14,0,0,0,0,0,0,16,0,0,0,0,7,79,25,307,17,114,316,78,140,60,0,0,1500000US261635387003
605,0,0,0,0,0,0,0,0,0,0,0,8,0,25,0,92,41,49,181,68,86,47,0,8,1500000US261635388001
477,0,0,0,0,0,0,0,0,0,0,14,0,7,0,7,93,34,34,150,20,42,58,18,0,1500000US261635388002
713,0,0,0,0,0,0,0,0,0,0,0,45,0,0,9,206,0,55,136,78,103,40,41,0,1500000US261635389001
724,9,0,0,0,0,0,0,0,0,0,0,21,21,10,23,125,62,0,133,47,244,29,0,0,1500000US261635389002
671,0,0,0,0,0,0,0,0,0,0,0,0,10,63,41,106,43,25,49,127,104,76,27,0,1500000US261635389003
577,0,0,0,0,0,0,0,0,0,0,0,0,15,70,0,146,90,37,66,28,81,12,0,32,1500000US261635389004
581,0,0,0,0,0,2,0,0,1,0,1,0,0,56,20,187,34,22,175,25,58,0,0,0,1500000US261635390001
381,0,0,0,0,0,0,0,0,0,0,0,17,27,9,0,75,11,26,33,98,78,7,0,0,1500000US261635390002
409,12,0,0,0,0,0,0,0,0,0,0,11,46,21,58,9,17,10,67,52,106,0,0,0,1500000US261635390003
447,0,0,0,0,0,0,0,0,7,0,10,0,26,8,19,78,9,29,129,52,64,16,0,0,1500000US261635390004
512,7,0,0,0,0,0,17,0,0,0,0,0,14,20,42,102,54,37,92,36,26,35,7,23,1500000US261635391001
614,13,0,0,0,0,0,5,0,0,0,0,0,0,44,0,206,27,31,204,31,28,25,0,0,1500000US261635391002
457,0,0,0,0,0,0,0,0,0,0,0,0,24,0,76,114,25,34,90,44,50,0,0,0,1500000US261635392001
1005,0,0,0,0,0,0,0,0,0,0,66,0,64,0,37,277,0,117,224,116,65,17,0,22,1500000US261635392002
768,28,0,0,0,0,0,0,0,0,18,45,0,19,0,61,227,0,35,132,93,50,60,0,0,1500000US261635392003
246,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,62,21,0,0,0,1500000US261635392004
616,0,0,0,0,0,0,0,0,0,0,34,0,0,48,0,217,0,41,68,166,18,0,0,24,1500000US261635392005
705,60,0,0,0,0,0,0,0,0,0,0,12,30,6,18,307,82,34,103,53,0,0,0,0,1500000US261635392006
627,13,0,0,0,0,0,0,0,0,0,0,21,0,51,8,105,24,34,136,90,51,82,12,0,1500000US261635393001
543,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,135,35,26,108,105,100,13,0,0,1500000US261635393002
785,0,0,0,0,0,0,0,0,0,0,0,8,0,23,31,253,9,23,231,41,67,53,36,10,1500000US261635393003
814,0,0,0,0,0,0,0,0,7,0,0,0,0,0,22,101,11,57,368,82,118,48,0,0,1500000US261635393004
914,6,0,0,0,0,0,0,5,0,15,5,9,25,0,13,246,34,38,320,81,56,30,10,21,1500000US261635394001
704,0,0,0,0,0,0,0,0,0,0,0,0,0,57,19,87,26,98,234,21,99,50,0,13,1500000US261635394002
955,0,0,0,0,0,0,0,0,21,48,0,0,7,9,18,348,57,35,281,56,51,12,12,0,1500000US261635394003
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,8,72,94,15,0,0,0,1500000US261635395001
424,0,0,0,0,0,0,0,0,0,0,0,29,0,0,13,176,7,29,54,57,54,5,0,0,1500000US261635395002
666,0,0,0,0,0,0,0,0,11,0,23,8,0,0,26,269,48,109,60,83,0,29,0,0,1500000US261635395003
897,0,0,0,0,0,0,4,0,8,0,14,17,9,46,16,274,0,22,260,24,76,117,10,0,1500000US261635395004
635,0,0,0,0,0,0,0,0,12,0,30,0,0,41,0,59,53,29,268,68,49,26,0,0,1500000US261635396001
749,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,220,73,173,80,26,48,110,0,0,1500000US261635396002
1043,0,0,0,0,0,0,0,0,0,0,6,14,0,43,0,236,5,94,453,35,80,77,0,0,1500000US261635396003
680,34,0,0,0,0,0,0,0,0,0,17,7,0,41,1,175,16,26,193,80,32,58,0,0,1500000US261635397001
860,0,0,0,0,0,0,0,0,5,0,0,22,37,86,36,244,35,52,85,60,122,67,0,9,1500000US261635397002
937,11,0,0,0,0,0,0,0,0,0,0,0,0,57,0,292,94,99,182,108,94,0,0,0,1500000US261635401001
605,0,0,0,0,0,0,0,0,0,0,28,0,16,0,22,284,28,73,66,42,36,10,0,0,1500000US261635401002
187,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,83,11,10,47,0,0,8,0,0,1500000US261635401003
337,0,0,0,0,0,0,0,0,0,0,26,0,0,0,43,93,0,0,127,24,0,24,0,0,1500000US261635401004
617,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,294,0,32,244,0,27,10,0,0,1500000US261635402001
393,14,0,0,0,0,0,0,0,0,0,0,0,49,37,10,103,63,0,70,35,7,0,5,0,1500000US261635402002
420,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,141,48,0,37,18,72,0,0,0,1500000US261635402003
264,18,0,0,0,0,0,0,0,0,0,17,0,0,0,0,52,49,0,66,52,0,10,0,0,1500000US261635402004
116,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,80,0,0,0,29,0,0,0,0,1500000US261635402005
317,0,0,0,0,0,0,0,0,0,0,0,0,11,40,46,96,0,15,16,85,0,8,0,0,1500000US261635402006
219,15,0,0,0,0,0,0,0,0,0,0,0,0,48,32,12,0,19,39,54,0,0,0,0,1500000US261635403001
601,14,0,0,0,0,0,0,0,0,0,0,0,0,16,12,209,0,72,150,39,80,9,0,0,1500000US261635403002
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,23,16,49,31,32,0,0,1500000US261635403003
483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,196,34,18,95,21,31,17,12,0,1500000US261635403004
690,9,0,0,0,0,0,0,0,0,0,0,0,52,0,82,158,41,111,53,78,106,0,0,0,1500000US261635403005
283,2,0,0,0,0,0,0,0,0,0,0,0,0,49,0,97,18,1,70,30,0,16,0,0,1500000US261635404001
