Total:,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,GEO_ID
406,76,0,0,0,0,0,0,20,40,0,0,0,0,0,7,139,9,24,43,16,0,32,0,0,1500000US261635736006
465,27,0,0,0,0,0,0,8,19,6,19,0,7,32,21,56,19,29,70,4,100,29,6,13,1500000US261635737011
566,18,0,0,0,0,0,3,42,18,5,17,38,4,6,20,112,18,13,106,25,71,18,22,10,1500000US261635737012
938,50,0,0,0,0,0,0,12,16,24,9,0,35,41,0,218,22,46,171,123,104,31,28,8,1500000US261635737021
794,155,0,0,0,0,0,7,18,6,10,0,32,6,30,64,129,18,73,138,0,80,17,0,11,1500000US261635737022
373,28,0,0,0,0,0,8,0,30,9,0,4,0,0,21,111,0,16,29,32,55,19,11,0,1500000US261635737023
851,62,0,0,0,11,0,19,68,9,0,14,27,27,8,47,284,0,28,90,16,94,47,0,0,1500000US261635737024
254,0,0,0,0,0,0,0,0,31,7,9,5,0,0,11,70,1,0,36,9,49,26,0,0,1500000US261635737025
720,127,0,0,0,0,0,0,62,98,17,44,23,15,0,24,104,7,14,119,37,16,0,0,13,1500000US261635738001
593,28,0,0,0,0,0,0,0,0,6,39,25,25,31,11,188,0,46,52,53,82,7,0,0,1500000US261635738002
423,79,0,0,0,0,0,18,8,0,26,0,51,0,14,5,68,0,14,40,10,40,34,8,8,1500000US261635738003
1084,94,0,0,0,7,0,0,45,38,43,19,35,0,18,47,249,66,49,175,15,94,52,29,9,1500000US261635738004
1298,128,0,0,0,0,19,24,0,0,41,0,123,9,18,35,388,13,72,257,52,79,25,8,7,1500000US261635739001
1435,100,0,0,0,10,0,0,109,23,10,11,90,0,12,80,417,55,45,134,75,142,71,20,31,1500000US261635739002
447,16,0,0,0,0,0,35,0,0,0,18,14,63,34,64,87,10,0,11,33,62,0,0,0,1500000US261635740001
931,87,0,0,0,0,0,18,0,60,32,7,40,26,0,35,201,26,36,173,48,122,7,0,13,1500000US261635740002
755,48,0,0,0,0,0,15,15,77,7,50,0,50,0,8,212,0,38,119,24,65,0,27,0,1500000US261635740003
905,35,0,7,0,0,0,18,0,8,0,0,29,7,19,21,326,37,19,196,54,98,24,7,0,1500000US261635740004
590,118,0,0,0,0,0,0,16,18,0,0,30,0,0,23,78,13,46,50,0,171,27,0,0,1500000US261635741001
950,119,0,0,0,0,22,0,62,0,0,20,52,0,0,25,196,0,41,114,59,126,84,30,0,1500000US261635741002
437,21,0,0,0,0,16,0,0,0,0,0,22,0,9,13,125,51,60,91,0,22,7,0,0,1500000US261635741003
478,4,0,0,0,0,0,0,0,0,0,9,11,4,9,0,235,0,11,72,37,57,22,0,7,1500000US261635741004
1114,29,0,0,0,0,0,0,3,3,11,11,17,25,5,17,277,19,28,152,48,216,185,23,45,1500000US261635742021
1047,0,0,0,0,0,0,0,0,14,0,0,14,13,0,25,76,22,93,129,59,264,265,30,43,1500000US261635742022
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1500000US261635743001
1073,65,0,0,0,0,0,12,0,0,0,0,57,42,17,18,188,34,25,92,92,259,122,28,22,1500000US261635743002
768,36,0,0,0,0,0,0,0,0,0,18,0,0,0,18,98,0,92,58,37,258,120,10,23,1500000US261635743003
654,18,0,0,0,0,0,0,9,10,0,0,46,8,0,0,101,29,35,149,42,118,73,0,16,1500000US261635746001
503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,9,37,39,280,44,33,0,1500000US261635746002
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37,13,21,52,64,74,24,7,7,1500000US261635746003
491,6,0,0,0,0,0,0,0,0,0,6,8,16,0,6,43,0,35,74,41,133,92,16,15,1500000US261635746004
412,0,0,0,0,0,0,0,0,0,0,16,0,22,22,10,41,0,43,33,16,113,80,16,0,1500000US261635746005
293,0,0,0,0,0,0,0,0,0,0,0,9,0,0,14,39,8,7,66,32,84,23,0,11,1500000US261635746006
436,8,0,0,0,0,0,0,0,0,0,0,0,8,0,9,37,0,54,90,9,107,97,12,5,1500000US261635746007
822,25,0,0,0,0,0,0,0,30,0,0,0,7,0,0,188,17,19,243,69,140,60,24,0,1500000US261635747001
372,11,0,0,0,0,0,0,0,0,0,0,0,18,0,0,29,0,38,38,36,143,29,0,30,1500000US261635747002
791,20,0,0,0,0,0,0,0,0,0,0,8,1,0,0,95,10,41,98,81,194,233,10,0,1500000US261635747003
375,7,0,0,0,0,0,0,0,0,0,8,0,0,0,15,44,9,33,54,55,101,35,14,0,1500000US261635747004
641,0,0,0,0,0,0,0,0,15,0,10,0,5,9,21,99,8,52,27,87,214,94,0,0,1500000US261635747005
424,16,0,0,0,0,0,0,0,15,0,0,0,9,0,0,74,10,20,45,18,102,75,17,23,1500000US261635748001
418,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,74,0,23,57,29,83,104,32,8,1500000US261635748002
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,43,35,63,69,10,19,1500000US261635748003
701,0,0,0,0,0,0,0,0,0,0,0,8,0,11,15,108,30,9,68,96,225,110,21,0,1500000US261635748004
748,0,0,0,0,0,0,0,0,0,0,0,33,0,0,33,41,7,17,64,60,204,232,26,31,1500000US261635748005
460,0,0,0,0,0,0,0,7,0,30,0,0,0,7,8,89,7,57,73,37,80,48,6,11,1500000US261635749001
795,0,0,0,0,0,0,0,0,0,0,8,0,7,19,0,102,38,45,85,47,222,127,13,82,1500000US261635749002
696,15,0,0,0,0,0,16,0,0,0,13,0,49,39,0,182,19,59,50,102,66,59,27,0,1500000US261635750001
827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,87,16,60,209,111,174,111,9,31,1500000US261635750002
621,0,0,0,0,0,0,0,0,0,0,0,13,0,0,14,101,30,85,151,12,173,34,8,0,1500000US261635750003
773,16,0,0,0,0,0,0,0,0,0,9,9,0,9,0,87,18,72,63,106,266,118,0,0,1500000US261635750004
397,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15,134,10,7,88,19,87,22,0,7,1500000US261635751001
647,0,0,0,0,0,0,0,0,0,0,0,0,0,50,7,178,25,71,39,72,123,47,6,29,1500000US261635751002
603,14,0,0,0,0,0,0,0,0,0,0,7,11,0,0,121,19,61,116,69,104,73,8,0,1500000US261635751003
483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,10,52,102,74,91,47,0,0,1500000US261635752001
895,0,0,0,0,0,0,0,0,0,0,6,8,22,25,0,321,88,132,136,98,54,5,0,0,1500000US261635752002
647,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,99,80,66,58,116,108,48,16,9,1500000US261635752003
703,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,146,5,107,71,127,146,19,33,15,1500000US261635752004
615,0,0,0,0,0,0,0,0,0,0,0,0,48,59,7,121,8,33,120,33,128,33,16,9,1500000US261635753001
392,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,41,8,17,77,41,109,73,10,7,1500000US261635753002
535,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,156,41,18,75,94,113,20,0,0,1500000US261635753003
397,18,0,0,0,0,0,0,0,0,0,8,0,0,17,9,70,41,53,31,51,34,30,16,19,1500000US261635753004
341,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,81,9,50,16,94,49,26,0,0,1500000US261635753005
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,20,85,39,38,115,25,0,12,1500000US261635754001
386,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,110,29,10,71,57,79,19,0,0,1500000US261635754002
555,0,0,0,0,0,0,0,0,13,0,0,0,29,22,0,136,36,70,86,28,75,49,11,0,1500000US261635754003
869,0,0,0,0,0,0,0,0,0,0,0,0,0,38,18,169,11,108,154,91,181,99,0,0,1500000US261635754004
469,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,107,17,50,85,22,93,64,9,0,1500000US261635755001
784,12,0,0,0,0,0,0,0,0,0,9,0,15,0,0,151,35,114,101,67,158,92,15,15,1500000US261635755002
650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,139,34,41,120,139,120,32,0,9,1500000US261635755003
485,0,0,0,0,0,0,11,0,0,0,0,0,0,8,12,57,0,64,155,54,71,53,0,0,1500000US261635755004
669,4,0,0,0,0,0,0,0,13,0,0,0,0,8,10,173,19,50,127,89,111,65,0,0,1500000US261635756001
365,0,0,0,0,0,0,0,4,0,0,0,3,0,0,18,79,17,60,57,39,54,34,0,0,1500000US261635756002
890,1,0,0,0,0,0,0,0,9,1,18,0,6,30,29,258,28,54,176,69,123,56,11,21,1500000US261635760001
568,4,0,0,0,0,0,0,6,0,0,0,6,8,9,20,142,34,52,107,32,91,49,8,0,1500000US261635760002
1008,0,0,0,11,0,0,0,0,0,0,0,0,0,24,0,320,58,165,58,146,182,44,0,0,1500000US261635761001
1540,15,0,0,0,0,0,0,0,0,1,0,0,29,0,112,425,113,98,214,196,185,152,0,0,1500000US261635761002
625,0,0,0,0,0,0,0,0,0,0,0,55,0,55,0,233,0,76,114,27,65,0,0,0,1500000US261635761003
719,0,0,0,0,0,0,0,32,0,0,0,0,0,0,14,232,0,48,214,41,97,41,0,0,1500000US261635761004
292,0,0,0,0,0,0,0,0,0,0,0,0,0,30,13,85,31,43,73,0,0,17,0,0,1500000US261635761005
408,10,0,0,0,0,0,0,0,0,0,0,0,12,0,10,145,38,30,66,19,24,17,20,17,1500000US261635762001
640,0,0,0,0,0,0,0,0,8,0,0,0,0,28,0,185,20,57,73,89,123,38,19,0,1500000US261635762002
621,0,0,0,0,0,0,0,8,0,0,31,0,0,7,24,200,9,36,119,76,94,17,0,0,1500000US261635762003
560,9,0,0,0,0,0,0,0,0,1,0,0,1,7,0,175,24,55,136,37,56,51,0,8,1500000US261635763001
637,5,0,0,0,0,0,0,0,0,0,0,4,0,0,6,208,7,75,70,76,109,77,0,0,1500000US261635763002
541,4,0,0,0,0,0,0,6,5,0,0,13,12,14,0,179,37,53,54,56,96,12,0,0,1500000US261635763003
1124,9,0,0,0,0,0,0,0,0,0,9,0,8,0,28,233,16,133,154,175,248,46,18,47,1500000US261635764001
579,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,145,42,69,102,54,84,52,0,7,1500000US261635764002
1053,15,0,0,0,0,0,0,0,0,4,5,23,4,19,32,293,35,56,239,113,146,69,0,0,1500000US261635764003
644,11,0,0,0,0,0,0,0,0,1,0,0,1,25,0,92,41,110,137,91,75,60,0,0,1500000US261635765001
458,0,0,0,0,0,0,0,9,0,0,0,0,17,0,16,128,14,17,129,60,50,12,6,0,1500000US261635765002
496,0,0,0,0,0,0,0,0,0,0,10,0,45,0,8,75,9,54,78,72,67,42,11,25,1500000US261635765003
480,15,0,0,0,0,0,0,0,0,0,0,40,0,0,0,82,37,55,67,23,90,61,10,0,1500000US261635765004
609,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,153,0,96,88,49,98,98,7,0,1500000US261635765005
344,0,0,0,0,0,0,0,0,0,0,12,0,19,0,0,86,11,31,28,53,104,0,0,0,1500000US261635766001
1023,0,0,0,0,0,0,0,0,6,0,0,0,14,0,20,314,8,131,174,108,144,71,16,17,1500000US261635766002
1055,0,0,0,0,0,0,0,11,0,0,0,0,9,10,29,290,17,36,175,82,213,106,5,72,1500000US261635766003
442,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,41,0,17,129,89,138,9,0,0,1500000US261635766004
691,0,0,0,0,0,0,0,0,0,0,0,8,11,39,10,126,0,72,98,89,148,63,27,0,1500000US261635767001
933,14,0,0,0,0,0,0,0,0,0,0,0,0,0,8,174,10,86,114,172,198,133,14,10,1500000US261635767002
710,6,0,0,0,0,0,0,0,0,0,0,0,11,0,19,155,33,59,85,128,130,70,0,14,1500000US261635767003
538,25,0,0,0,0,0,0,0,0,0,13,31,45,101,7,122,32,36,87,19,20,0,0,0,1500000US261635770001
308,2,0,0,0,0,0,0,0,0,0,0,27,8,0,0,139,7,44,46,27,0,0,8,0,1500000US261635770002
665,5,0,0,0,0,9,0,0,37,0,21,74,0,11,12,118,68,56,64,158,32,0,0,0,1500000US261635770003
463,0,0,0,0,0,0,0,0,0,0,0,0,5,42,8,143,32,44,88,42,40,18,1,0,1500000US261635770004
621,44,0,11,0,0,0,0,0,3,0,0,1,57,40,0,222,0,16,69,112,28,18,0,0,1500000US261635770005
459,0,0,0,0,0,0,0,0,21,0,0,30,21,46,7,259,15,13,41,0,0,6,0,0,1500000US261635771001
290,0,0,0,0,0,0,0,0,0,0,0,5,19,59,8,42,54,36,38,22,0,7,0,0,1500000US261635771002
530,40,0,0,0,0,0,0,0,0,0,17,48,68,0,7,80,64,74,53,59,20,0,0,0,1500000US261635771003
355,18,0,0,0,0,0,0,0,33,6,0,35,32,13,8,92,55,12,34,7,10,0,0,0,1500000US261635771004
633,37,0,0,0,0,0,0,0,7,0,8,0,31,63,19,196,39,67,24,89,24,29,0,0,1500000US261635772001
769,50,0,0,7,0,0,3,4,3,9,0,0,30,92,30,218,144,94,37,33,15,0,0,0,1500000US261635772002
634,0,0,0,0,12,0,0,15,12,0,0,23,43,67,0,150,71,69,68,62,42,0,0,0,1500000US261635772003
625,10,0,0,0,0,0,0,9,0,0,0,61,18,57,11,150,8,104,109,48,37,3,0,0,1500000US261635773001
601,4,0,0,13,0,0,0,0,0,23,8,21,30,7,10,270,12,36,69,16,73,9,0,0,1500000US261635773002
535,0,0,0,0,0,0,0,0,14,0,13,14,15,0,16,235,0,60,45,86,23,14,0,0,1500000US261635773003
409,0,0,0,0,0,0,0,0,37,0,12,0,0,0,0,127,68,77,50,4,34,0,0,0,1500000US261635773004
491,17,0,0,0,0,0,0,0,0,0,0,15,14,35,0,186,0,24,83,65,18,34,0,0,1500000US261635774001
419,0,0,0,0,0,0,0,0,0,0,0,26,60,70,0,121,8,27,22,59,26,0,0,0,1500000US261635774002
542,0,0,0,0,0,0,0,0,0,27,0,22,0,11,0,199,0,34,220,12,17,0,0,0,1500000US261635774003
513,18,0,0,0,0,0,0,0,1,0,9,7,4,13,8,186,37,31,71,30,69,20,9,0,1500000US261635774004
533,10,0,0,0,0,0,0,0,0,0,0,18,0,11,14,152,16,61,107,44,100,0,0,0,1500000US261635774005
593,7,0,0,0,0,0,0,0,0,0,8,9,0,48,0,307,39,44,43,18,50,20,0,0,1500000US261635775001
233,7,0,0,0,0,0,0,0,0,17,0,46,17,0,0,80,0,6,35,25,0,0,0,0,1500000US261635775002
461,80,0,0,0,0,0,0,0,0,0,0,23,0,0,0,240,25,26,35,18,14,0,0,0,1500000US261635775003
636,8,0,0,0,0,13,0,0,0,0,30,0,36,15,15,158,16,68,98,98,60,21,0,0,1500000US261635775004
526,0,0,0,0,0,0,0,0,0,0,9,0,9,6,22,210,8,39,77,33,64,35,0,14,1500000US261635776001
675,13,0,0,0,0,0,0,0,0,0,6,29,29,13,16,184,65,77,119,45,36,43,0,0,1500000US261635776002
581,9,0,0,0,0,0,0,0,0,0,7,20,0,19,50,191,90,30,20,69,62,14,0,0,1500000US261635776003
486,6,0,0,0,0,0,0,0,0,12,0,14,0,0,8,223,6,51,61,61,44,0,0,0,1500000US261635776004
853,6,0,0,0,0,0,0,0,5,4,0,5,27,5,15,261,82,63,87,95,162,36,0,0,1500000US261635777001
833,14,0,4,0,0,4,0,0,0,5,0,11,57,24,23,277,17,92,136,50,64,44,8,3,1500000US261635777002
495,8,0,0,0,0,0,0,0,0,26,8,58,54,0,27,146,51,25,75,0,17,0,0,0,1500000US261635778001
779,28,0,0,0,0,0,0,0,0,0,0,14,11,50,9,260,0,26,182,83,84,32,0,0,1500000US261635778002
670,10,0,0,0,0,0,0,0,0,0,7,8,0,11,17,164,47,77,200,46,35,36,12,0,1500000US261635778003
725,32,0,0,0,0,0,0,8,15,0,0,0,21,0,11,308,54,48,144,44,22,18,0,0,1500000US261635778004
589,16,0,0,0,0,0,0,0,0,0,8,44,9,37,0,258,30,24,107,36,13,7,0,0,1500000US261635778005
476,0,0,0,0,0,0,0,0,0,0,0,0,14,23,0,81,56,103,96,62,19,22,0,0,1500000US261635779001
668,21,0,0,0,0,0,0,0,0,0,3,9,5,46,6,284,40,65,47,86,45,0,11,0,1500000US261635779002
819,7,0,0,0,0,6,0,0,0,0,64,25,63,81,23,210,92,23,92,69,49,7,0,8,1500000US261635779003
206,0,0,0,0,0,0,0,0,0,0,0,0,23,54,38,28,9,0,11,0,43,0,0,0,1500000US261635779004
552,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,201,14,95,133,51,42,0,0,0,1500000US261635779005
563,0,0,0,0,0,0,0,0,0,0,30,11,21,14,0,210,91,39,45,62,11,29,0,0,1500000US261635780001
660,49,0,0,0,0,0,0,0,0,0,16,10,12,0,14,155,87,122,35,71,48,10,22,9,1500000US261635780002
301,0,0,0,0,0,0,0,0,0,0,11,0,9,22,0,59,23,78,42,24,14,5,14,0,1500000US261635780003
368,0,0,0,0,0,0,0,0,0,0,0,0,13,0,27,127,17,0,139,0,31,14,0,0,1500000US261635785001
1200,51,0,0,0,0,0,0,0,93,0,43,0,84,35,88,366,52,39,112,81,48,93,0,15,1500000US261635785002
575,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,205,24,89,88,31,119,0,0,0,1500000US261635785003
425,0,0,0,0,0,0,0,0,0,0,0,43,58,14,0,114,0,18,69,41,37,31,0,0,1500000US261635785004
469,22,0,0,0,0,0,0,0,0,0,0,21,65,0,9,152,61,0,70,0,48,2,19,0,1500000US261635785005
776,12,0,0,0,0,0,0,0,0,0,0,36,27,35,11,347,65,37,9,113,55,29,0,0,1500000US261635786001
1126,8,0,0,0,0,0,0,50,12,0,5,63,0,33,81,228,50,97,211,76,155,57,0,0,1500000US261635786002
1255,29,0,0,0,0,11,0,9,12,15,131,54,20,170,21,373,115,53,73,147,5,17,0,0,1500000US261635786003
598,5,0,0,0,0,0,0,0,0,0,15,20,5,14,35,181,63,86,120,36,6,0,0,12,1500000US261635791001
569,16,0,7,0,0,0,0,0,0,0,21,28,33,49,7,275,19,49,47,9,9,0,0,0,1500000US261635791002
579,0,0,0,0,0,0,0,0,0,0,0,28,59,41,7,244,9,39,31,49,72,0,0,0,1500000US261635792001
826,0,0,0,0,0,0,0,0,50,0,0,47,48,25,35,248,53,34,127,115,44,0,0,0,1500000US261635792002
380,35,0,0,0,0,0,0,0,22,0,0,0,0,15,0,195,0,30,51,0,32,0,0,0,1500000US261635792003
579,0,0,0,15,0,0,0,0,0,0,32,0,17,50,18,236,19,0,68,58,66,0,0,0,1500000US261635792004
464,0,0,0,0,0,0,0,0,0,0,1,32,52,25,20,94,1,43,47,46,44,51,0,8,1500000US261635793001
1003,0,0,0,0,0,0,0,0,0,0,12,0,42,137,150,145,51,43,235,65,106,0,17,0,1500000US261635793002
261,0,0,0,0,27,7,0,0,12,0,0,6,0,35,0,62,17,0,70,25,0,0,0,0,1500000US261635795001
918,49,0,0,0,6,0,0,0,19,0,23,9,21,31,20,161,206,63,202,104,4,0,0,0,1500000US261635795002
202,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,15,14,31,15,25,0,0,0,1500000US261635796001
453,1,0,0,0,0,0,0,0,0,0,1,23,0,29,0,192,26,15,89,10,46,11,10,0,1500000US261635796002
508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,36,0,41,72,138,43,0,0,1500000US261635796003
940,0,0,0,0,0,0,0,0,33,0,0,0,0,15,13,219,19,119,226,85,143,58,10,0,1500000US261635796004
645,10,0,0,0,0,0,0,0,22,0,0,19,10,45,14,301,73,60,40,29,22,0,0,0,1500000US261635797001
882,0,0,0,9,0,16,0,0,0,9,15,63,93,86,44,196,149,0,112,39,0,42,9,0,1500000US261635797002
595,28,0,0,0,0,0,0,0,0,0,19,49,10,19,10,130,54,13,215,34,14,0,0,0,1500000US261635797003
562,0,0,0,0,28,0,0,0,0,0,0,27,0,1,14,209,29,21,120,61,27,25,0,0,1500000US261635798001
456,41,0,0,0,0,5,0,0,0,0,7,5,36,47,10,147,70,6,19,5,49,0,9,0,1500000US261635798002
892,32,0,0,0,0,0,0,0,7,0,25,0,19,0,11,98,48,55,103,33,211,137,34,79,1500000US261635799001
404,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,82,0,13,37,38,77,88,29,19,1500000US261635799002
759,0,0,9,0,0,0,0,8,0,9,0,0,11,15,18,129,11,9,105,67,258,56,37,17,1500000US261635799003
736,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,101,21,61,74,40,201,175,38,9,1500000US261635799004
536,0,0,0,0,0,0,0,0,0,0,0,0,12,9,11,130,8,37,110,57,104,27,22,9,1500000US261635801001
463,6,0,0,0,0,0,0,0,5,0,7,4,0,3,12,115,82,42,79,50,40,18,0,0,1500000US261635801002
442,0,0,0,0,0,0,0,0,0,0,7,0,0,23,9,151,10,12,93,62,39,36,0,0,1500000US261635801003
531,11,0,0,0,0,1,0,0,5,0,0,0,0,8,0,192,0,59,106,61,83,0,5,0,1500000US261635802001
553,5,0,0,0,0,0,0,0,0,3,0,11,6,0,32,195,66,36,87,72,23,17,0,0,1500000US261635802002
366,16,0,0,0,0,0,0,5,0,0,0,0,9,0,0,108,13,24,58,45,60,28,0,0,1500000US261635802003
723,14,0,0,0,0,0,0,0,0,0,0,0,0,12,28,236,18,58,139,52,90,41,5,30,1500000US261635802004
757,57,0,0,9,0,0,0,0,0,0,0,13,44,16,31,207,67,59,105,89,37,23,0,0,1500000US261635803001
660,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,161,44,70,130,117,112,12,0,0,1500000US261635803002
619,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,148,52,10,221,97,46,22,6,0,1500000US261635803003
987,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,273,65,41,224,156,160,23,0,10,1500000US261635804001
920,2,0,0,0,0,0,0,0,0,0,0,0,0,32,25,208,38,86,235,108,71,89,14,12,1500000US261635804002
636,3,0,0,0,0,0,0,0,0,0,8,9,5,0,0,131,23,49,176,46,128,52,6,0,1500000US261635805001
713,0,0,0,0,0,0,0,0,0,0,0,44,1,9,29,202,34,88,116,56,104,30,0,0,1500000US261635805002
897,16,0,0,0,0,0,0,0,0,0,0,0,8,13,0,197,41,110,130,188,119,31,44,0,1500000US261635805003
579,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,232,12,39,28,18,176,37,0,0,1500000US261635806001
798,21,0,0,0,0,0,0,0,0,0,0,27,32,0,11,213,43,48,159,89,117,38,0,0,1500000US261635806002
732,0,0,0,0,0,0,0,13,2,2,0,14,0,8,18,280,47,17,141,77,66,37,10,0,1500000US261635806003
432,16,0,0,0,0,0,0,0,0,8,15,8,0,0,9,135,9,87,108,0,19,18,0,0,1500000US261635807001
567,0,0,0,0,0,0,0,0,9,0,9,0,33,56,12,160,9,64,90,43,27,42,13,0,1500000US261635807002
405,0,0,0,0,0,0,0,0,0,0,7,12,7,0,0,34,26,64,62,8,95,76,7,7,1500000US261635807003
764,0,19,0,0,0,0,0,0,0,0,0,0,46,27,0,233,35,61,117,111,83,11,21,0,1500000US261635807004
575,0,0,0,0,0,0,0,0,0,0,2,0,6,0,11,99,116,51,40,126,87,37,0,0,1500000US261635807005
419,0,0,0,0,0,0,0,0,0,0,3,0,0,7,6,115,35,29,77,29,52,31,31,4,1500000US261635808001
661,10,0,0,0,0,0,0,0,0,0,0,0,14,23,25,209,16,66,92,72,102,32,0,0,1500000US261635808002
681,0,0,0,0,0,0,0,0,0,0,12,40,22,78,11,213,0,47,128,46,34,38,0,12,1500000US261635809001
810,30,0,0,0,0,0,0,0,0,0,0,12,11,0,22,264,45,105,171,71,70,9,0,0,1500000US261635809002
627,5,0,0,0,0,0,0,0,0,0,0,34,11,11,12,167,29,110,91,65,66,26,0,0,1500000US261635809003
661,0,0,0,0,0,0,0,0,0,0,35,18,0,0,0,221,8,62,151,91,66,9,0,0,1500000US261635809004
496,15,0,0,0,0,0,0,0,0,0,14,0,13,0,19,100,11,49,59,48,93,57,8,10,1500000US261635811001
1470,0,0,0,0,0,0,0,0,0,0,24,12,0,12,9,337,9,167,378,124,276,59,53,10,1500000US261635811002
747,11,0,0,0,0,0,0,0,5,74,0,0,14,0,8,294,66,50,79,60,57,18,11,0,1500000US261635811003
1291,29,0,0,0,0,0,0,0,9,0,43,21,16,27,18,546,29,129,229,27,114,40,14,0,1500000US261635812001
1391,29,0,0,0,0,1,0,12,0,0,25,9,71,24,8,388,46,100,255,91,166,112,31,23,1500000US261635812002
833,0,0,0,0,0,0,0,0,0,0,6,7,29,19,22,309,28,62,126,90,104,25,6,0,1500000US261635815001
905,0,0,0,0,0,0,0,0,0,0,0,5,6,26,0,332,39,57,149,112,128,35,0,16,1500000US261635815002
1025,0,15,0,0,0,0,0,0,0,0,0,28,57,126,0,289,75,164,155,53,37,26,0,0,1500000US261635816001
934,47,0,0,0,0,0,0,0,24,0,0,0,14,20,0,263,46,84,71,126,154,85,0,0,1500000US261635816002
1007,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,120,41,103,227,120,222,152,0,0,1500000US261635816003
1528,14,0,0,0,0,0,0,0,0,0,0,17,0,0,0,346,39,65,261,230,420,70,36,30,1500000US261635816004
363,0,0,0,0,0,0,0,0,0,0,0,7,11,14,0,126,18,15,65,40,56,11,0,0,1500000US261635818001
889,7,0,0,0,0,0,0,0,17,0,0,27,0,45,16,378,41,59,168,41,63,27,0,0,1500000US261635818002
677,50,0,0,0,0,0,0,0,0,0,0,8,10,17,9,292,0,29,73,73,64,32,0,20,1500000US261635818003
390,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,81,21,27,84,100,49,0,0,0,1500000US261635819001
449,21,0,0,0,0,0,0,0,0,0,0,0,8,0,0,130,9,12,113,54,79,23,0,0,1500000US261635819002
546,0,0,0,0,0,1,0,0,0,0,1,0,31,52,0,276,19,29,52,45,6,22,0,12,1500000US261635819003
529,8,0,0,0,0,0,0,0,9,0,0,7,0,0,6,158,18,51,126,42,72,32,0,0,1500000US261635819004
1028,11,0,0,0,0,0,0,0,6,0,8,0,11,6,6,438,30,88,212,90,96,26,0,0,1500000US261635819005
573,0,0,0,0,0,0,0,0,0,0,13,10,9,13,11,242,28,43,95,60,23,19,7,0,1500000US261635820001
537,0,0,0,0,0,0,0,0,0,0,11,0,39,0,10,233,0,18,108,64,14,40,0,0,1500000US261635820002
1158,12,0,0,0,0,0,0,0,0,10,0,0,14,51,0,376,118,119,220,97,75,66,0,0,1500000US261635820003
580,0,0,0,0,0,0,0,0,17,0,24,8,0,0,19,194,26,42,146,50,41,13,0,0,1500000US261635821001
615,0,0,0,0,0,0,0,0,0,8,10,0,0,12,37,183,10,38,100,34,135,48,0,0,1500000US261635821002
407,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,72,18,65,110,40,64,12,9,0,1500000US261635821003
645,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,313,38,40,58,38,82,57,0,0,1500000US261635821004
652,0,0,0,0,0,0,0,0,0,0,13,0,0,18,0,206,40,93,147,68,58,9,0,0,1500000US261635821005
337,10,0,0,0,0,0,0,0,17,0,0,0,31,8,9,122,30,45,24,22,12,7,0,0,1500000US261635830001
519,0,0,0,0,0,0,0,0,0,5,5,9,0,45,20,258,28,30,47,24,41,0,7,0,1500000US261635830002
