Median age,Median age - Male,Median age - Female,id
60.2,60.5,42,1500000US261635722001
43.2,36.1,45.9,1500000US261635722002
37.2,32.1,50.1,1500000US261635722003
34.9,30.4,52.3,1500000US261635722004
37.6,38.2,37.3,1500000US261635722005
33.5,33.5,35.5,1500000US261635724001
33.1,33.4,27.7,1500000US261635724002
34.2,35.4,32.7,1500000US261635725001
52.2,50.3,56.4,1500000US261635725002
44.2,54.2,35.4,1500000US261635726001
35.6,33.8,35.9,1500000US261635726002
39.5,38.4,40,1500000US261635726003
25.6,25,38.6,1500000US261635726004
38.3,33.2,46.5,1500000US261635726005
36.6,44.3,35.7,1500000US261635727001
47.5,46,52.9,1500000US261635727002
31,40.7,26.8,1500000US261635727003
42.6,46.2,41.6,1500000US261635727004
32.6,29.9,40.8,1500000US261635728001
34.9,33.1,39.1,1500000US261635728002
39.5,35.1,49.4,1500000US261635728003
39.2,35.4,43.7,1500000US261635728004
37.7,30.8,44.2,1500000US261635728005
43.6,41,52.1,1500000US261635728006
35.3,34.7,39.5,1500000US261635729001
31.8,30.5,32,1500000US261635729002
44,46.7,40.5,1500000US261635729003
33.2,29.2,36.1,1500000US261635730001
39.8,33.2,42.3,1500000US261635730002
33.8,34,33.5,1500000US261635731001
33.9,31.7,34.8,1500000US261635731002
19.8,24.2,18.5,1500000US261635733001
26.5,22.8,28,1500000US261635733002
41.7,38.8,41.8,1500000US261635734001
20.9,15.6,22.7,1500000US261635734002
27,33.4,25.5,1500000US261635734003
23.8,15,36.9,1500000US261635734004
27.2,30.4,23.1,1500000US261635735001
19.5,19.1,19.7,1500000US261635735002
22,23.5,21.5,1500000US261635736001
23.5,22.8,23.8,1500000US261635736002
27.7,27.3,29.5,1500000US261635736003
24.6,23.6,25.5,1500000US261635736004
25.7,25.1,30.5,1500000US261635736005
37.2,31.2,44.7,1500000US261635736006
22.4,22.8,21.8,1500000US261635737011
38.8,43.6,33.9,1500000US261635737012
27.7,23.7,32.9,1500000US261635737021
25.6,25.7,22.5,1500000US261635737022
21.4,20,22,1500000US261635737023
23,20.1,27.2,1500000US261635737024
24.3,16.8,30.9,1500000US261635737025
25.1,21.6,28.6,1500000US261635738001
31.3,26.8,31.7,1500000US261635738002
28,22.6,28.6,1500000US261635738003
29.4,27.6,30.5,1500000US261635738004
28.5,25.5,34.2,1500000US261635739001
25.1,24.7,25.4,1500000US261635739002
30.7,29.7,31,1500000US261635740001
24.7,27.8,23.9,1500000US261635740002
32.1,33.5,30.5,1500000US261635740003
23.1,19.1,25.4,1500000US261635740004
23.2,23.4,21.3,1500000US261635741001
30.4,32.6,29,1500000US261635741002
27.9,27.8,28,1500000US261635741003
27.1,21.8,29.8,1500000US261635741004
47.1,34.5,68.7,1500000US261635742021
32.8,30.4,33.6,1500000US261635742022
21.8,21.8,-,1500000US261635743001
25.1,28.6,21,1500000US261635743002
28.8,28.2,31,1500000US261635743003
42.9,36.9,45.6,1500000US261635746001
34.4,33,35.6,1500000US261635746002
33.7,33.4,33.9,1500000US261635746003
45.7,47.3,42.5,1500000US261635746004
39.4,39.3,40.3,1500000US261635746005
36.9,20.9,46.6,1500000US261635746006
42,42.7,41.3,1500000US261635746007
28.8,29,27.2,1500000US261635747001
40.8,39.7,48.3,1500000US261635747002
37,21.9,46.3,1500000US261635747003
48.6,45,52.1,1500000US261635747004
34.8,33.2,39.5,1500000US261635747005
42.9,40.9,45.2,1500000US261635748001
31.1,31.6,25.5,1500000US261635748002
49.5,49.5,50.5,1500000US261635748003
45.8,45.5,46.4,1500000US261635748004
35.8,32.4,38.9,1500000US261635748005
60.7,61,56.9,1500000US261635749001
42.1,51,38.1,1500000US261635749002
60.4,52.2,63.6,1500000US261635750001
38.7,38.6,38.8,1500000US261635750002
42.3,37.5,43.9,1500000US261635750003
47.9,49.9,30.9,1500000US261635750004
40.8,40.5,42.4,1500000US261635751001
52.1,56.2,41.4,1500000US261635751002
36.8,35.6,38.4,1500000US261635751003
41.8,29.4,48.7,1500000US261635752001
40.9,39.3,46.5,1500000US261635752002
45.6,32.6,50.5,1500000US261635752003
32,32.9,31,1500000US261635752004
35.3,32.4,35.9,1500000US261635753001
38.5,29.9,46.1,1500000US261635753002
41.1,39.5,45.5,1500000US261635753003
39.9,39.6,43.4,1500000US261635753004
47.9,43.1,54.9,1500000US261635753005
36.3,33.2,42.5,1500000US261635754001
28.6,30.3,27.4,1500000US261635754002
56.1,56.4,54.7,1500000US261635754003
42.1,38.7,48.9,1500000US261635754004
39.9,36.7,45.5,1500000US261635755001
34.4,33.4,37.7,1500000US261635755002
45.6,46.8,41.9,1500000US261635755003
35.2,31.9,38.2,1500000US261635755004
34.2,34.2,32.9,1500000US261635756001
41.5,39.9,45.2,1500000US261635756002
50.6,49.1,52.3,1500000US261635760001
45.5,34.5,48.4,1500000US261635760002
47.4,45.3,49.1,1500000US261635761001
39.7,45.6,33.7,1500000US261635761002
36.2,36.4,35.6,1500000US261635761003
35.3,35.6,35,1500000US261635761004
36,31.9,41.1,1500000US261635761005
47.2,41.8,47.6,1500000US261635762001
43.3,43.6,42.7,1500000US261635762002
53.9,52.4,55.7,1500000US261635762003
45.4,45,50.9,1500000US261635763001
39.7,38.5,41.4,1500000US261635763002
40.2,40.8,38.9,1500000US261635763003
45,45.3,44.8,1500000US261635764001
46.9,42.3,56.1,1500000US261635764002
46.3,39.7,52.8,1500000US261635764003
44.3,37.8,46.5,1500000US261635765001
30.4,31,27.1,1500000US261635765002
51.4,44.6,52.2,1500000US261635765003
38.3,43.2,36.5,1500000US261635765004
47.6,47.9,47.3,1500000US261635765005
35.5,42.2,35.4,1500000US261635766001
44.7,44.9,44.3,1500000US261635766002
39.1,36.7,39.5,1500000US261635766003
47.8,38.8,57.1,1500000US261635766004
48.8,46.8,50.5,1500000US261635767001
48.5,38.2,53.4,1500000US261635767002
37.7,34.4,40.2,1500000US261635767003
38,45.9,31.6,1500000US261635770001
45.1,45.2,39.9,1500000US261635770002
34.4,38.2,30.9,1500000US261635770003
32.8,39.5,30.7,1500000US261635770004
52.1,31.7,52.7,1500000US261635770005
31.7,30.2,41.5,1500000US261635771001
35.6,38.1,35.5,1500000US261635771002
35,40.2,34.1,1500000US261635771003
42.7,34.1,47.8,1500000US261635771004
32.3,31.8,32.6,1500000US261635772001
43.8,42.6,44,1500000US261635772002
25.7,23.7,31.1,1500000US261635772003
39.6,37.7,42.2,1500000US261635773001
46.5,41,53.4,1500000US261635773002
25.7,25.5,32.6,1500000US261635773003
47,45.1,53,1500000US261635773004
34.1,34.7,30.6,1500000US261635774001
49.5,48.7,54.2,1500000US261635774002
36.2,36.7,34.8,1500000US261635774003
42,42.1,36.7,1500000US261635774004
32.9,39.5,29.3,1500000US261635774005
39.9,37.9,44.4,1500000US261635775001
33.8,32.9,33.9,1500000US261635775002
32.6,30.4,37.3,1500000US261635775003
37.6,39.6,33.3,1500000US261635775004
51.6,44.7,56.6,1500000US261635776001
34.2,36.4,29.7,1500000US261635776002
36.4,37.6,33.8,1500000US261635776003
27.1,21.7,32.6,1500000US261635776004
39.5,41.7,39.2,1500000US261635777001
42.7,42.2,46.2,1500000US261635777002
35.5,41.8,28.5,1500000US261635778001
49.8,43.7,52.3,1500000US261635778002
38.1,33.9,38.6,1500000US261635778003
39.9,41.8,38.6,1500000US261635778004
27.9,16.7,32.4,1500000US261635778005
37.3,36,37.9,1500000US261635779001
38.1,30.3,48.2,1500000US261635779002
28.3,30.2,27.8,1500000US261635779003
25.4,22.5,29.1,1500000US261635779004
36.5,36.3,37.2,1500000US261635779005
37.3,51.8,35.5,1500000US261635780001
32.5,32.8,31.7,1500000US261635780002
36.7,24.2,40.9,1500000US261635780003
24.5,28.3,23.1,1500000US261635785001
35.3,31.5,42,1500000US261635785002
38.1,49.2,35.5,1500000US261635785003
18.6,17.9,30.2,1500000US261635785004
34.6,28.1,41,1500000US261635785005
35.5,34,41,1500000US261635786001
30.3,25.8,36,1500000US261635786002
31.2,33,27.6,1500000US261635786003
45.1,49.6,36.7,1500000US261635791001
30.8,31,30.7,1500000US261635791002
42.7,46.4,35.6,1500000US261635792001
27.5,16.5,32.3,1500000US261635792002
38.7,38.5,40.3,1500000US261635792003
55.5,55.1,55.8,1500000US261635792004
50.5,47.9,50.7,1500000US261635793001
29.8,22.9,33.4,1500000US261635793002
50.9,51.1,43.7,1500000US261635795001
34.9,34.9,35.1,1500000US261635795002
48,51.5,36.8,1500000US261635796001
33.2,34.9,32.4,1500000US261635796002
44.1,44.5,36.5,1500000US261635796003
57.1,52.2,64.2,1500000US261635796004
36.5,39.3,31.1,1500000US261635797001
38.3,31.7,44.7,1500000US261635797002
57.1,57.3,55.8,1500000US261635797003
26.8,26.1,33.4,1500000US261635798001
24.3,23.4,24.9,1500000US261635798002
24.8,24.9,24.2,1500000US261635799001
45.1,44.7,45.5,1500000US261635799002
40.4,42.9,37.2,1500000US261635799003
32.2,24.1,35.3,1500000US261635799004
42.7,46.6,39.3,1500000US261635801001
40.4,41.7,38.3,1500000US261635801002
36.7,33.9,37.8,1500000US261635801003
49.4,52.5,48.3,1500000US261635802001
37.7,32.7,40.7,1500000US261635802002
38.5,33.3,44,1500000US261635802003
45.9,53.2,45.3,1500000US261635802004
55.4,53.5,58.7,1500000US261635803001
34.6,34.6,34.5,1500000US261635803002
34.2,29.9,35.6,1500000US261635803003
36.2,38.6,34.2,1500000US261635804001
43.7,40.3,50.4,1500000US261635804002
42.2,38.4,43.3,1500000US261635805001
53.3,53.1,55.4,1500000US261635805002
47.5,45.8,48.6,1500000US261635805003
45.7,47.3,45.1,1500000US261635806001
39.2,41,38.4,1500000US261635806002
41.2,40.9,41.4,1500000US261635806003
45.8,47.2,45.4,1500000US261635807001
64.2,46.9,69.9,1500000US261635807002
41.9,36.6,45.6,1500000US261635807003
49.6,49.6,49.6,1500000US261635807004
33.7,36.4,32.2,1500000US261635807005
38.2,39.5,37.7,1500000US261635808001
46.5,46.6,45.9,1500000US261635808002
46.2,44.5,46.5,1500000US261635809001
27.9,30.1,25.4,1500000US261635809002
44.6,29.7,53.4,1500000US261635809003
36.9,36.8,37,1500000US261635809004
42.1,39.7,44.1,1500000US261635811001
30.5,31.4,28,1500000US261635811002
51.9,49.9,55.4,1500000US261635811003
62.2,58.8,62.9,1500000US261635812001
55,51.6,61,1500000US261635812002
50.3,51.1,46.9,1500000US261635815001
38.5,39,38.1,1500000US261635815002
38.3,37.3,46.2,1500000US261635816001
58.9,62.5,57.5,1500000US261635816002
35,42.3,32.6,1500000US261635816003
37.9,39.7,37.6,1500000US261635816004
42.2,31.6,46.1,1500000US261635818001
38.2,34.1,39.7,1500000US261635818002
42.7,42.9,42.5,1500000US261635818003
32.2,32.3,29.8,1500000US261635819001
33.2,32.3,33.9,1500000US261635819002
39.7,40.1,39.5,1500000US261635819003
50.7,45.9,51.2,1500000US261635819004
43.5,43.8,43.3,1500000US261635819005
44.4,44.4,44.3,1500000US261635820001
42,44.5,40.8,1500000US261635820002
29.6,28.8,30,1500000US261635820003
51.8,51.5,52.2,1500000US261635821001
50.9,48.2,56.4,1500000US261635821002
44.3,42,47.5,1500000US261635821003
53.3,53.4,51.9,1500000US261635821004
39.8,39,39.9,1500000US261635821005
47.8,51.1,46.1,1500000US261635830001
37.8,31.9,43.5,1500000US261635830002
37.6,35,41.2,1500000US261635830003
37,42.8,36.5,1500000US261635831001
39.9,39.1,41.5,1500000US261635831002
55.1,40.3,57.9,1500000US261635831003
35.9,26.9,42.3,1500000US261635831004
31.4,29.5,31.8,1500000US261635831005
53,48.7,54.2,1500000US261635832001
39.7,39.7,39.7,1500000US261635832002
35.8,29.2,37.9,1500000US261635832003
45.7,46.6,43.5,1500000US261635833001
37.2,36.3,40.9,1500000US261635833002
29.3,27.9,34.4,1500000US261635834001
36.4,35.3,37.7,1500000US261635834002
33.9,32.6,34,1500000US261635834003
41.2,40.2,46.1,1500000US261635834004
47.9,38.2,50.4,1500000US261635834005
48.3,48.3,46,1500000US261635835001
44.4,43.6,44.9,1500000US261635835002
42.3,40.4,44.9,1500000US261635835003
42.2,42.2,44.2,1500000US261635836001
43.1,45.7,42.5,1500000US261635836002
35.6,34.6,45.4,1500000US261635836003
50,35.8,54.9,1500000US261635837001
32.8,19.8,32.8,1500000US261635837002
49.4,50.7,40.7,1500000US261635837003
40.7,40.7,40.8,1500000US261635837004
37.7,44.3,34,1500000US261635838001
47.7,46.6,50.4,1500000US261635838002
37,34.8,40.1,1500000US261635838003
45,40.9,47.4,1500000US261635839001
35.9,35.1,40.4,1500000US261635839002
42.6,38.1,48.6,1500000US261635839003
30.5,27,40.3,1500000US261635840001
45.6,32.5,49.9,1500000US261635840002
32.9,33.6,32.7,1500000US261635840003
38.6,34.7,48.2,1500000US261635841001
48.9,49.4,45.7,1500000US261635841002
47.1,42.2,51,1500000US261635842001
40,31.6,45.1,1500000US261635842002
35.5,28.4,43.4,1500000US261635843001
38.5,35.3,38.8,1500000US261635843002
46.3,47.8,31.9,1500000US261635844001
37.7,35.5,40.3,1500000US261635844002
37.3,32.8,44.6,1500000US261635845001
46.1,43.6,51.5,1500000US261635845002
28.2,23.9,28.6,1500000US261635846001
54.4,49.7,57.2,1500000US261635846002
47.8,48.5,46.3,1500000US261635847001
46,46.5,43.7,1500000US261635847002
23.6,17.9,26.3,1500000US261635848001
17.9,10.6,25.2,1500000US261635848002
31.1,31.4,29.1,1500000US261635848003
33.4,31.2,34.7,1500000US261635848004
35,39.1,34.6,1500000US261635855001
37.6,22.9,40.2,1500000US261635855002
30.5,25.4,37.2,1500000US261635856001
39.8,33.9,40.7,1500000US261635856002
32.1,29.7,33.8,1500000US261635857001
40.3,37.3,40.8,1500000US261635857002
32.5,32.1,34.2,1500000US261635858001
38.5,24.8,48.3,1500000US261635858002
30.6,30.4,31.3,1500000US261635859001
59.3,63.6,54.4,1500000US261635859002
43.7,45.8,39.5,1500000US261635859003
51.4,54.2,32.8,1500000US261635859004
37.4,30.5,37.8,1500000US261635862001
30.9,30.8,31,1500000US261635862002
40.1,43.3,38.1,1500000US261635862003
30.6,30.1,36.7,1500000US261635862004
35.2,32,35.9,1500000US261635863001
51.2,48.9,53,1500000US261635863002
53.1,55.5,49.4,1500000US261635870001
42.2,41.9,42.5,1500000US261635870002
34.7,34.9,34.4,1500000US261635870003
44.2,37.1,48.2,1500000US261635879001
45.6,45.3,45.7,1500000US261635879002
32.8,35.3,32.4,1500000US261635879003
42,40,42.8,1500000US261635880001
30.3,28.2,32.8,1500000US261635880002
33.5,33.4,33.5,1500000US261635880003
38.4,37.5,38.8,1500000US261635881001
42.5,42.2,42.9,1500000US261635881002
30.5,25.1,42.4,1500000US261635882001
29.8,28.5,34,1500000US261635882002
46.2,48.3,44.8,1500000US261635883001
44.9,42.9,50.8,1500000US261635883002
48.1,48.2,47.9,1500000US261635883003
41.7,38.2,45,1500000US261635884001
53.3,53.6,53.1,1500000US261635884002
44.3,44.3,44.1,1500000US261635884003
44.8,44.4,45.3,1500000US261635893001
52.7,52.6,52.8,1500000US261635893002
44.5,43.6,45.8,1500000US261635893003
55.1,53.3,55.4,1500000US261635893004
31.6,30.5,35.5,1500000US261635894001
25.6,31.8,25.2,1500000US261635894002
45.4,46.8,44.3,1500000US261635894003
41.5,38.6,52.1,1500000US261635894004
39.5,40.7,28.5,1500000US261635894005
40.2,35.2,40.7,1500000US261635904001
50.4,50.3,50.5,1500000US261635904002
33.7,34.5,33,1500000US261635904003
45.9,49.1,40.7,1500000US261635905001
49.5,49.1,53.3,1500000US261635905002
33.2,33.7,32.4,1500000US261635905003
53.2,43.6,57.1,1500000US261635905004
45.3,45.6,44.9,1500000US261635906001
48.8,52.2,48.2,1500000US261635906002
40.7,33.4,43.8,1500000US261635915011
42.8,45.4,42.5,1500000US261635915012
42.5,40.5,44.2,1500000US261635915021
41.9,46.4,40.4,1500000US261635916001
36.8,37.3,36.2,1500000US261635916002
44.8,46.7,44.2,1500000US261635917001
43.3,43.2,43.6,1500000US261635917002
47,47.1,47,1500000US261635917003
37.3,30.8,44.8,1500000US261635918001
43.2,42.1,46.4,1500000US261635918002
39.3,35.5,50.5,1500000US261635918003
42.1,35.8,42.8,1500000US261635919001
48.1,30.9,52.6,1500000US261635919002
28.8,53.5,24.5,1500000US261635919003
50.3,43.5,50.8,1500000US261635919004
46,47.8,33.8,1500000US261635920001
38.7,38.8,38.5,1500000US261635920002
52.1,50.4,57.2,1500000US261635930001
39.1,40.6,37.1,1500000US261635930002
50,45.1,50.6,1500000US261635930003
49.8,47.9,51.1,1500000US261635932001
42,45.5,40.2,1500000US261635932002
49.5,46.1,54,1500000US261635933001
37.6,38.3,37.3,1500000US261635933002
55.5,52.7,57.7,1500000US261635940001
35.4,33.8,38.8,1500000US261635940002
34,28.2,56.3,1500000US261635940003
54.6,37.8,60,1500000US261635941001
46.7,51.1,39.8,1500000US261635941002
46.6,53.1,41.9,1500000US261635941003
52.2,43.8,54.2,1500000US261635941004
51.4,35,57.7,1500000US261635942001
47.3,36.9,48.3,1500000US261635942002
48.7,46.8,50,1500000US261635942003
48.3,43,49.4,1500000US261635943001
48.6,43.4,52,1500000US261635943002
45.1,45.8,41.9,1500000US261635943003
42.5,41.1,45.6,1500000US261635944001
48.2,49.2,47.8,1500000US261635944002
48,45,48.8,1500000US261635945001
51.2,49.3,51.5,1500000US261635945002
50.2,50.2,48,1500000US261635950001
43.5,46.1,40.8,1500000US261635950002
47.4,42.8,66.5,1500000US261635950003
38.7,39.2,38.3,1500000US261635950004
54.3,37.6,67.6,1500000US261635950005
57.1,52.1,57.7,1500000US261635951001
37.8,30.7,41.1,1500000US261635951002
43.6,43.6,44,1500000US261635951003
53.5,40.2,61.2,1500000US261635951004
31.6,51.3,31.3,1500000US261635952001
43,43,43,1500000US261635952002
57.4,56.4,66,1500000US261635952003
56.5,55.5,56.8,1500000US261635961001
42.8,42.2,47.6,1500000US261635961002
54,55.6,53.2,1500000US261635961003
65.3,66.1,64.2,1500000US261635961004
58.5,58.2,58.8,1500000US261635962001
60.9,61,60.7,1500000US261635962002
40.8,34.4,44.8,1500000US261635962003
47.4,49.8,45.6,1500000US261635963001
51,49.6,56.5,1500000US261635963002
48.7,48.4,50.2,1500000US261635970001
47.6,46,48.5,1500000US261635970002
38.2,38.3,38.1,1500000US261635970003
46.3,39.2,46.5,1500000US261635980001
44.6,29.5,46.3,1500000US261635980002
42.5,45.2,39.2,1500000US261635980003
56.9,56.2,59.5,1500000US261635980004
28.1,22.3,36.4,1500000US261635990001
37.5,35.1,41.8,1500000US261635990002
38.9,34.3,42.2,1500000US261635990003
48,46.7,51.8,1500000US261635991001
36.6,36.4,40.1,1500000US261635991002
29.3,28.3,39.2,1500000US261635991003
39.7,39.3,41.8,1500000US261635991004
-,-,-,1500000US261639850001
36.2,34.9,37.3,1500000US261639851001
-,-,-,1500000US261639852001
30.3,32.3,30,1500000US261639853001
59.3,-,59.3,1500000US261639854001
-,-,-,1500000US261639855001
-,-,-,1500000US261639856001
-,-,-,1500000US261639857001
-,-,-,1500000US261639859001
-,-,-,1500000US261639901000
-,-,-,1500000US261639902000
