Total:,Not Hispanic or Latino,Hispanic or Latino,GEO_ID
1362,1331,31,1500000US261635941001
1011,881,130,1500000US261635941002
659,651,8,1500000US261635941003
1155,1091,64,1500000US261635941004
922,922,0,1500000US261635942001
484,484,0,1500000US261635942002
1070,1032,38,1500000US261635942003
1083,982,101,1500000US261635943001
922,918,4,1500000US261635943002
1016,894,122,1500000US261635943003
2106,2005,101,1500000US261635944001
667,611,56,1500000US261635944002
1555,1555,0,1500000US261635945001
1773,1718,55,1500000US261635945002
698,507,191,1500000US261635950001
1020,1020,0,1500000US261635950002
610,610,0,1500000US261635950003
951,944,7,1500000US261635950004
576,566,10,1500000US261635950005
1799,1667,132,1500000US261635951001
1797,1757,40,1500000US261635951002
743,666,77,1500000US261635951003
1130,1000,130,1500000US261635951004
821,763,58,1500000US261635952001
981,932,49,1500000US261635952002
1011,1011,0,1500000US261635952003
545,529,16,1500000US261635961001
959,952,7,1500000US261635961002
1376,1365,11,1500000US261635961003
607,600,7,1500000US261635961004
1350,1277,73,1500000US261635962001
1097,1057,40,1500000US261635962002
1550,1550,0,1500000US261635962003
1752,1699,53,1500000US261635963001
923,923,0,1500000US261635963002
1419,1392,27,1500000US261635970001
813,813,0,1500000US261635970002
2303,1963,340,1500000US261635970003
810,810,0,1500000US261635980001
831,802,29,1500000US261635980002
1037,1027,10,1500000US261635980003
508,508,0,1500000US261635980004
1379,1272,107,1500000US261635990001
2592,2353,239,1500000US261635990002
1704,1564,140,1500000US261635990003
615,600,15,1500000US261635991001
1112,969,143,1500000US261635991002
419,382,37,1500000US261635991003
2146,1943,203,1500000US261635991004
0,0,0,1500000US261639850001
200,191,9,1500000US261639851001
0,0,0,1500000US261639852001
233,201,32,1500000US261639853001
20,20,0,1500000US261639854001
0,0,0,1500000US261639855001
0,0,0,1500000US261639856001
0,0,0,1500000US261639857001
0,0,0,1500000US261639859001
0,0,0,1500000US261639901000
0,0,0,1500000US261639902000
